category	ngram	model	epoch	metric	value
politics_education	1	lstm	1	loss	0.6967650651931763
politics_education	1	lstm	1	accuracy	0.5015624985098839
politics_education	1	lstm	1	precision	0.5015624985098839
politics_education	1	lstm	1	recall	1.0
politics_education	1	lstm	2	loss	0.7292742133140564
politics_education	1	lstm	2	accuracy	0.4820312485098839
politics_education	1	lstm	2	precision	0.49232591688632965
politics_education	1	lstm	2	recall	0.9636790305376053
politics_education	1	lstm	3	loss	0.8369783610105515
politics_education	1	lstm	3	accuracy	0.4546874985098839
politics_education	1	lstm	3	precision	0.4854166731238365
politics_education	1	lstm	3	recall	0.41059982031583786
politics_education	1	lstm	4	loss	1.1938596069812775
politics_education	1	lstm	4	accuracy	0.44609375298023224
politics_education	1	lstm	4	precision	0.4616687707602978
politics_education	1	lstm	4	recall	0.5352564230561256
politics_education	1	lstm	test	loss	0.9411824643611908
politics_education	1	lstm	test	accuracy	0.527529776096344
politics_education	1	lstm	test	precision	0.6159754395484924
politics_education	1	lstm	test	recall	0.5167567431926727
politics_entertainment	1	cnn	0	loss	1.8079558253288268
politics_entertainment	1	cnn	0	accuracy	0.78125
politics_entertainment	1	cnn	0	precision	nan
politics_entertainment	1	cnn	0	recall	0.0
politics_entertainment	1	cnn	1	loss	0.5302326589822769
politics_entertainment	1	cnn	1	accuracy	0.7734375
politics_entertainment	1	cnn	1	precision	nan
politics_entertainment	1	cnn	1	recall	0.0
politics_entertainment	1	cnn	2	loss	1.3856512427330017
politics_entertainment	1	cnn	2	accuracy	0.78125
politics_entertainment	1	cnn	2	precision	nan
politics_entertainment	1	cnn	2	recall	0.0
politics_entertainment	1	cnn	3	loss	1.9003957986831665
politics_entertainment	1	cnn	3	accuracy	0.78125
politics_entertainment	1	cnn	3	precision	nan
politics_entertainment	1	cnn	3	recall	0.0
politics_entertainment	1	cnn	4	loss	1.6349937081336976
politics_entertainment	1	cnn	4	accuracy	0.78125
politics_entertainment	1	cnn	4	precision	nan
politics_entertainment	1	cnn	4	recall	0.0
politics_entertainment	1	cnn	test	loss	1.8005053043365478
politics_entertainment	1	cnn	test	accuracy	0.7683928608894348
politics_entertainment	1	cnn	test	precision	nan
politics_entertainment	1	cnn	test	recall	0.0
politics_entertainment	1	wordembavg_2linear	0	loss	0.8457872033119201
politics_entertainment	1	wordembavg_2linear	0	accuracy	0.78125
politics_entertainment	1	wordembavg_2linear	0	precision	nan
politics_entertainment	1	wordembavg_2linear	0	recall	0.0
politics_entertainment	1	wordembavg_2linear	1	loss	0.6037266284227372
politics_entertainment	1	wordembavg_2linear	1	accuracy	0.78125
politics_entertainment	1	wordembavg_2linear	1	precision	nan
politics_entertainment	1	wordembavg_2linear	1	recall	0.0
politics_entertainment	1	wordembavg_2linear	2	loss	0.5639812469482421
politics_entertainment	1	wordembavg_2linear	2	accuracy	0.78125
politics_entertainment	1	wordembavg_2linear	2	precision	nan
politics_entertainment	1	wordembavg_2linear	2	recall	0.0
politics_entertainment	1	wordembavg_2linear	3	loss	0.519516772031784
politics_entertainment	1	wordembavg_2linear	3	accuracy	0.78125
politics_entertainment	1	wordembavg_2linear	3	precision	nan
politics_entertainment	1	wordembavg_2linear	3	recall	0.0
politics_entertainment	1	wordembavg_2linear	4	loss	0.5336278080940247
politics_entertainment	1	wordembavg_2linear	4	accuracy	0.78125
politics_entertainment	1	wordembavg_2linear	4	precision	nan
politics_entertainment	1	wordembavg_2linear	4	recall	0.0
politics_entertainment	1	wordembavg_2linear	test	loss	0.5558401703834533
politics_entertainment	1	wordembavg_2linear	test	accuracy	0.7683928608894348
politics_entertainment	1	wordembavg_2linear	test	precision	nan
politics_entertainment	1	wordembavg_2linear	test	recall	0.0
politics_entertainment	1	lstm	0	loss	0.5277436822652817
politics_entertainment	1	lstm	0	accuracy	0.78125
politics_entertainment	1	lstm	0	precision	nan
politics_entertainment	1	lstm	0	recall	0.0
politics_entertainment	1	lstm	1	loss	0.5258344113826752
politics_entertainment	1	lstm	1	accuracy	0.78125
politics_entertainment	1	lstm	1	precision	nan
politics_entertainment	1	lstm	1	recall	0.0
politics_entertainment	1	lstm	2	loss	0.5305200010538101
politics_entertainment	1	lstm	2	accuracy	0.78125
politics_entertainment	1	lstm	2	precision	nan
politics_entertainment	1	lstm	2	recall	0.0
politics_entertainment	1	lstm	3	loss	0.6319177985191345
politics_entertainment	1	lstm	3	accuracy	0.725
politics_entertainment	1	lstm	3	precision	nan
politics_entertainment	1	lstm	3	recall	0.18060245588421822
politics_entertainment	1	lstm	4	loss	0.6433631032705307
politics_entertainment	1	lstm	4	accuracy	0.746875
politics_entertainment	1	lstm	4	precision	nan
politics_entertainment	1	lstm	4	recall	0.0981782115995884
politics_entertainment	1	lstm	test	loss	0.6797489881515503
politics_entertainment	1	lstm	test	accuracy	0.7231250047683716
politics_entertainment	1	lstm	test	precision	0.21380952894687652
politics_entertainment	1	lstm	test	recall	0.0822843849658966
politics_film	1	cnn	0	loss	5.044287860393524
politics_film	1	cnn	0	accuracy	0.6043526828289032
politics_film	1	cnn	0	precision	0.6043526828289032
politics_film	1	cnn	0	recall	1.0
politics_film	1	cnn	1	loss	4.976877927780151
politics_film	1	cnn	1	accuracy	0.3956473246216774
politics_film	1	cnn	1	precision	nan
politics_film	1	cnn	1	recall	0.0
politics_film	1	cnn	2	loss	4.00069797039032
politics_film	1	cnn	2	accuracy	0.6043526828289032
politics_film	1	cnn	2	precision	0.6043526828289032
politics_film	1	cnn	2	recall	1.0
politics_film	1	cnn	3	loss	0.7206091582775116
politics_film	1	cnn	3	accuracy	0.5608258992433548
politics_film	1	cnn	3	precision	0.6099999994039536
politics_film	1	cnn	3	recall	0.7573902010917664
politics_film	1	cnn	4	loss	0.7260099500417709
politics_film	1	cnn	4	accuracy	0.5552455335855484
politics_film	1	cnn	4	precision	0.6235995143651962
politics_film	1	cnn	4	recall	0.6559121459722519
politics_film	1	cnn	test	loss	0.7360842525959015
politics_film	1	cnn	test	accuracy	0.5420673191547394
politics_film	1	cnn	test	precision	0.6160714328289032
politics_film	1	cnn	test	recall	0.6455555558204651
politics_film	1	wordembavg_2linear	0	loss	0.7210308611392975
politics_film	1	wordembavg_2linear	0	accuracy	0.6043526828289032
politics_film	1	wordembavg_2linear	0	precision	0.6043526828289032
politics_film	1	wordembavg_2linear	0	recall	1.0
politics_film	1	wordembavg_2linear	1	loss	0.6797424703836441
politics_film	1	wordembavg_2linear	1	accuracy	0.6004464328289032
politics_film	1	wordembavg_2linear	1	precision	0.6028645932674408
politics_film	1	wordembavg_2linear	1	recall	0.9937500059604645
politics_film	1	wordembavg_2linear	2	loss	0.711362674832344
politics_film	1	wordembavg_2linear	2	accuracy	0.6043526828289032
politics_film	1	wordembavg_2linear	2	precision	0.6043526828289032
politics_film	1	wordembavg_2linear	2	recall	1.0
politics_film	1	wordembavg_2linear	3	loss	0.6840313971042633
politics_film	1	wordembavg_2linear	3	accuracy	0.6004464328289032
politics_film	1	wordembavg_2linear	3	precision	0.6028645932674408
politics_film	1	wordembavg_2linear	3	recall	0.9937500059604645
politics_film	1	wordembavg_2linear	4	loss	0.6772439926862717
politics_film	1	wordembavg_2linear	4	accuracy	0.6004464328289032
politics_film	1	wordembavg_2linear	4	precision	0.6028645932674408
politics_film	1	wordembavg_2linear	4	recall	0.9937500059604645
politics_film	1	wordembavg_2linear	test	loss	0.6782302260398865
politics_film	1	wordembavg_2linear	test	accuracy	0.5889423191547394
politics_film	1	wordembavg_2linear	test	precision	0.5970394611358643
politics_film	1	wordembavg_2linear	test	recall	0.9799999892711639
politics_film	1	lstm	0	loss	0.671698808670044
politics_film	1	lstm	0	accuracy	0.6043526828289032
politics_film	1	lstm	0	precision	0.6043526828289032
politics_film	1	lstm	0	recall	1.0
politics_film	1	lstm	1	loss	0.6723991334438324
politics_film	1	lstm	1	accuracy	0.6043526828289032
politics_film	1	lstm	1	precision	0.6043526828289032
politics_film	1	lstm	1	recall	1.0
politics_film	1	lstm	2	loss	0.6717998087406158
politics_film	1	lstm	2	accuracy	0.6043526828289032
politics_film	1	lstm	2	precision	0.6043526828289032
politics_film	1	lstm	2	recall	1.0
politics_film	1	lstm	3	loss	0.7357309758663177
politics_film	1	lstm	3	accuracy	0.4782366082072258
politics_film	1	lstm	3	precision	0.6299603283405304
politics_film	1	lstm	3	recall	0.3197212852537632
politics_film	1	lstm	4	loss	0.82268987596035
politics_film	1	lstm	4	accuracy	0.5452008992433548
politics_film	1	lstm	4	precision	0.6460362523794174
politics_film	1	lstm	4	recall	0.6028716266155243
politics_film	1	lstm	test	loss	0.8086959719657898
politics_film	1	lstm	test	accuracy	0.5548878312110901
politics_film	1	lstm	test	precision	0.6137566268444061
politics_film	1	lstm	test	recall	0.6855555474758148
politics_howto	1	cnn	0	loss	0.7421094675858816
politics_howto	1	cnn	0	accuracy	0.6164434552192688
politics_howto	1	cnn	0	precision	nan
politics_howto	1	cnn	0	recall	0.028985507786273956
politics_howto	1	cnn	1	loss	0.8830595115820566
politics_howto	1	cnn	1	accuracy	0.3991815497477849
politics_howto	1	cnn	1	precision	0.2790781110525131
politics_howto	1	cnn	1	recall	0.5172255163391432
politics_howto	1	cnn	2	loss	6.088693539301555
politics_howto	1	cnn	2	accuracy	0.3575148830811183
politics_howto	1	cnn	2	precision	0.3575148830811183
politics_howto	1	cnn	2	recall	1.0
politics_howto	1	cnn	3	loss	4.705843448638916
politics_howto	1	cnn	3	accuracy	0.6424851218859354
politics_howto	1	cnn	3	precision	nan
politics_howto	1	cnn	3	recall	0.0
politics_howto	1	cnn	4	loss	4.608874241511027
politics_howto	1	cnn	4	accuracy	0.3575148830811183
politics_howto	1	cnn	4	precision	0.3575148830811183
politics_howto	1	cnn	4	recall	1.0
politics_howto	1	cnn	test	loss	4.723571141560872
politics_howto	1	cnn	test	accuracy	0.35474536816279095
politics_howto	1	cnn	test	precision	0.35474536816279095
politics_howto	1	cnn	test	recall	1.0
politics_howto	1	wordembavg_2linear	0	loss	0.6701366851727167
politics_howto	1	wordembavg_2linear	0	accuracy	0.6424851218859354
politics_howto	1	wordembavg_2linear	0	precision	nan
politics_howto	1	wordembavg_2linear	0	recall	0.0
politics_howto	1	wordembavg_2linear	1	loss	0.6810631453990936
politics_howto	1	wordembavg_2linear	1	accuracy	0.6302083333333334
politics_howto	1	wordembavg_2linear	1	precision	0.6006535987059275
politics_howto	1	wordembavg_2linear	1	recall	0.5203381590545177
politics_howto	1	wordembavg_2linear	2	loss	0.6761680742104849
politics_howto	1	wordembavg_2linear	2	accuracy	0.619419644276301
politics_howto	1	wordembavg_2linear	2	precision	0.581481489042441
politics_howto	1	wordembavg_2linear	2	recall	0.2654721128443877
politics_howto	1	wordembavg_2linear	3	loss	0.6538050472736359
politics_howto	1	wordembavg_2linear	3	accuracy	0.6398809552192688
politics_howto	1	wordembavg_2linear	3	precision	nan
politics_howto	1	wordembavg_2linear	3	recall	0.0
politics_howto	1	wordembavg_2linear	4	loss	0.6706372797489166
politics_howto	1	wordembavg_2linear	4	accuracy	0.6268601218859354
politics_howto	1	wordembavg_2linear	4	precision	nan
politics_howto	1	wordembavg_2linear	4	recall	0.027524154633283615
politics_howto	1	wordembavg_2linear	test	loss	0.6585713227589926
politics_howto	1	wordembavg_2linear	test	accuracy	0.6359953681627909
politics_howto	1	wordembavg_2linear	test	precision	nan
politics_howto	1	wordembavg_2linear	test	recall	0.0434782604376475
politics_howto	1	lstm	0	loss	0.6653934915860494
politics_howto	1	lstm	0	accuracy	0.6424851218859354
politics_howto	1	lstm	0	precision	nan
politics_howto	1	lstm	0	recall	0.0
politics_howto	1	lstm	1	loss	0.6583500504493713
politics_howto	1	lstm	1	accuracy	0.6424851218859354
politics_howto	1	lstm	1	precision	nan
politics_howto	1	lstm	1	recall	0.0
politics_howto	1	lstm	2	loss	0.7382827897866567
politics_howto	1	lstm	2	accuracy	0.4174107164144516
politics_howto	1	lstm	2	precision	0.33217062304417294
politics_howto	1	lstm	2	recall	0.6092490057150522
politics_howto	1	lstm	3	loss	1.032611260811488
politics_howto	1	lstm	3	accuracy	0.4252232164144516
politics_howto	1	lstm	3	precision	0.345803606013457
politics_howto	1	lstm	3	recall	0.6595278879006704
politics_howto	1	lstm	4	loss	0.9576555589834849
politics_howto	1	lstm	4	accuracy	0.5040922661622366
politics_howto	1	lstm	4	precision	0.2772600104411443
politics_howto	1	lstm	4	recall	0.2859771599372228
politics_howto	1	lstm	test	loss	0.883779505888621
politics_howto	1	lstm	test	accuracy	0.5086805522441864
politics_howto	1	lstm	test	precision	0.32783883313337964
politics_howto	1	lstm	test	recall	0.37402452528476715
politics_music	1	cnn	0	loss	1.221624106168747
politics_music	1	cnn	0	accuracy	0.4650135859847069
politics_music	1	cnn	0	precision	0.47663751244544983
politics_music	1	cnn	0	recall	0.8049107193946838
politics_music	1	cnn	1	loss	1.0229612588882446
politics_music	1	cnn	1	accuracy	0.5115489065647125
politics_music	1	cnn	1	precision	nan
politics_music	1	cnn	1	recall	0.0
politics_music	1	cnn	2	loss	2.2087206840515137
politics_music	1	cnn	2	accuracy	0.4845448359847069
politics_music	1	cnn	2	precision	0.4845448359847069
politics_music	1	cnn	2	recall	1.0
politics_music	1	cnn	3	loss	1.5536471605300903
politics_music	1	cnn	3	accuracy	0.5154551565647125
politics_music	1	cnn	3	precision	nan
politics_music	1	cnn	3	recall	0.0
politics_music	1	cnn	4	loss	3.2059255242347717
politics_music	1	cnn	4	accuracy	0.4845448359847069
politics_music	1	cnn	4	precision	0.4845448359847069
politics_music	1	cnn	4	recall	1.0
politics_music	1	cnn	test	loss	2.3196288347244263
politics_music	1	cnn	test	accuracy	0.6278409063816071
politics_music	1	cnn	test	precision	0.6228197813034058
politics_music	1	cnn	test	recall	1.0
politics_music	1	wordembavg_2linear	0	loss	0.9185238629579544
politics_music	1	wordembavg_2linear	0	accuracy	0.4845448359847069
politics_music	1	wordembavg_2linear	0	precision	0.4845448359847069
politics_music	1	wordembavg_2linear	0	recall	1.0
politics_music	1	wordembavg_2linear	1	loss	0.719972163438797
politics_music	1	wordembavg_2linear	1	accuracy	0.46586277335882187
politics_music	1	wordembavg_2linear	1	precision	0.473780557513237
politics_music	1	wordembavg_2linear	1	recall	0.9494543671607971
politics_music	1	wordembavg_2linear	2	loss	0.6883313208818436
politics_music	1	wordembavg_2linear	2	accuracy	0.5740489065647125
politics_music	1	wordembavg_2linear	2	precision	nan
politics_music	1	wordembavg_2linear	2	recall	0.38258928805589676
politics_music	1	wordembavg_2linear	3	loss	0.7034342885017395
politics_music	1	wordembavg_2linear	3	accuracy	0.47061820328235626
politics_music	1	wordembavg_2linear	3	precision	0.47546296566724777
politics_music	1	wordembavg_2linear	3	recall	0.8989087343215942
politics_music	1	wordembavg_2linear	4	loss	0.7601327300071716
politics_music	1	wordembavg_2linear	4	accuracy	0.48930027335882187
politics_music	1	wordembavg_2linear	4	precision	0.487337663769722
politics_music	1	wordembavg_2linear	4	recall	0.9423115104436874
politics_music	1	wordembavg_2linear	test	loss	0.6936852037906647
politics_music	1	wordembavg_2linear	test	accuracy	0.6086647808551788
politics_music	1	wordembavg_2linear	test	precision	0.6150793731212616
politics_music	1	wordembavg_2linear	test	recall	0.967803031206131
politics_music	1	lstm	0	loss	0.7245977371931076
politics_music	1	lstm	0	accuracy	0.4845448359847069
politics_music	1	lstm	0	precision	0.4845448359847069
politics_music	1	lstm	0	recall	1.0
politics_music	1	lstm	1	loss	0.6959093511104584
politics_music	1	lstm	1	accuracy	0.4845448359847069
politics_music	1	lstm	1	precision	0.4845448359847069
politics_music	1	lstm	1	recall	1.0
politics_music	1	lstm	2	loss	0.7019444704055786
politics_music	1	lstm	2	accuracy	0.46976902335882187
politics_music	1	lstm	2	precision	0.4724206402897835
politics_music	1	lstm	2	recall	0.9216765910387039
politics_music	1	lstm	3	loss	0.8168669044971466
politics_music	1	lstm	3	accuracy	0.4806385859847069
politics_music	1	lstm	3	precision	0.47403471171855927
politics_music	1	lstm	3	recall	0.818452388048172
politics_music	1	lstm	4	loss	0.9798560738563538
politics_music	1	lstm	4	accuracy	0.5093410313129425
politics_music	1	lstm	4	precision	0.4901208057999611
politics_music	1	lstm	4	recall	0.5871031880378723
politics_music	1	lstm	test	loss	0.9018940329551697
politics_music	1	lstm	test	accuracy	0.5681818127632141
politics_music	1	lstm	test	precision	0.6770833432674408
politics_music	1	lstm	test	recall	0.5833333432674408
politics_people	1	cnn	0	loss	1.108749234676361
politics_people	1	cnn	0	accuracy	0.453125
politics_people	1	cnn	0	precision	0.453125
politics_people	1	cnn	0	recall	1.0
politics_people	1	cnn	1	loss	3.339424657821655
politics_people	1	cnn	1	accuracy	0.453125
politics_people	1	cnn	1	precision	0.453125
politics_people	1	cnn	1	recall	1.0
politics_people	1	cnn	2	loss	4.884361934661865
politics_people	1	cnn	2	accuracy	0.546875
politics_people	1	cnn	2	precision	nan
politics_people	1	cnn	2	recall	0.0
politics_people	1	cnn	3	loss	3.9372395038604737
politics_people	1	cnn	3	accuracy	0.453125
politics_people	1	cnn	3	precision	0.453125
politics_people	1	cnn	3	recall	1.0
politics_people	1	cnn	4	loss	5.1146400451660154
politics_people	1	cnn	4	accuracy	0.546875
politics_people	1	cnn	4	precision	nan
politics_people	1	cnn	4	recall	0.0
politics_people	1	cnn	test	loss	5.427797158559163
politics_people	1	cnn	test	accuracy	0.4895833333333333
politics_people	1	cnn	test	precision	nan
politics_people	1	cnn	test	recall	0.0
politics_people	1	wordembavg_2linear	0	loss	0.6907755613327027
politics_people	1	wordembavg_2linear	0	accuracy	0.546875
politics_people	1	wordembavg_2linear	0	precision	nan
politics_people	1	wordembavg_2linear	0	recall	0.0
politics_people	1	wordembavg_2linear	1	loss	0.693446958065033
politics_people	1	wordembavg_2linear	1	accuracy	0.546875
politics_people	1	wordembavg_2linear	1	precision	nan
politics_people	1	wordembavg_2linear	1	recall	0.0
politics_people	1	wordembavg_2linear	2	loss	0.6995081782341004
politics_people	1	wordembavg_2linear	2	accuracy	0.55
politics_people	1	wordembavg_2linear	2	precision	nan
politics_people	1	wordembavg_2linear	2	recall	0.14645161032676696
politics_people	1	wordembavg_2linear	3	loss	0.7140668392181396
politics_people	1	wordembavg_2linear	3	accuracy	0.546875
politics_people	1	wordembavg_2linear	3	precision	nan
politics_people	1	wordembavg_2linear	3	recall	0.0
politics_people	1	wordembavg_2linear	4	loss	0.7448452591896058
politics_people	1	wordembavg_2linear	4	accuracy	0.525
politics_people	1	wordembavg_2linear	4	precision	nan
politics_people	1	wordembavg_2linear	4	recall	0.1531182825565338
politics_people	1	wordembavg_2linear	test	loss	0.7025677561759949
politics_people	1	wordembavg_2linear	test	accuracy	0.4791666666666667
politics_people	1	wordembavg_2linear	test	precision	nan
politics_people	1	wordembavg_2linear	test	recall	0.3603603591521581
politics_people	1	lstm	0	loss	0.6963104963302612
politics_people	1	lstm	0	accuracy	0.546875
politics_people	1	lstm	0	precision	nan
politics_people	1	lstm	0	recall	0.0
politics_people	1	lstm	1	loss	0.6880874633789062
politics_people	1	lstm	1	accuracy	0.546875
politics_people	1	lstm	1	precision	nan
politics_people	1	lstm	1	recall	0.0
politics_people	1	lstm	2	loss	0.729821527004242
politics_people	1	lstm	2	accuracy	0.46875
politics_people	1	lstm	2	precision	0.443528950214386
politics_people	1	lstm	2	recall	0.7517204403877258
politics_people	1	lstm	3	loss	0.8469163715839386
politics_people	1	lstm	3	accuracy	0.5572916626930237
politics_people	1	lstm	3	precision	0.4839454352855682
politics_people	1	lstm	3	recall	0.5212058365345001
politics_people	1	lstm	4	loss	1.0072219610214233
politics_people	1	lstm	4	accuracy	0.4802083373069763
politics_people	1	lstm	4	precision	0.43754495978355407
politics_people	1	lstm	4	recall	0.6358448565006256
politics_people	1	lstm	test	loss	0.8576211929321289
politics_people	1	lstm	test	accuracy	0.6041666666666666
politics_people	1	lstm	test	precision	0.582748532295227
politics_people	1	lstm	test	recall	0.7564460833867391
politics_science	1	cnn	0	loss	3.2627196311950684
politics_science	1	cnn	0	accuracy	0.48182398080825806
politics_science	1	cnn	0	precision	nan
politics_science	1	cnn	0	recall	0.0
politics_science	1	cnn	1	loss	2.030017465353012
politics_science	1	cnn	1	accuracy	0.5181760191917419
politics_science	1	cnn	1	precision	0.5181760191917419
politics_science	1	cnn	1	recall	1.0
politics_science	1	cnn	2	loss	1.5152780711650848
politics_science	1	cnn	2	accuracy	0.47791773080825806
politics_science	1	cnn	2	precision	nan
politics_science	1	cnn	2	recall	0.0
politics_science	1	cnn	3	loss	1.0685057789087296
politics_science	1	cnn	3	accuracy	0.5181760191917419
politics_science	1	cnn	3	precision	0.5181760191917419
politics_science	1	cnn	3	recall	1.0
politics_science	1	cnn	4	loss	0.898162305355072
politics_science	1	cnn	4	accuracy	0.47520726919174194
politics_science	1	cnn	4	precision	nan
politics_science	1	cnn	4	recall	0.009999999776482582
politics_science	1	cnn	test	loss	0.8289425075054169
